name;datetime;temp;feelslike;dew;humidity;precip;precipprob;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;conditions
surabaya;07/12/2023 00:00;26;26;25;94.23;0;0;;0;0;3.2;9.4;240;1009;27.4;4;0;0;0;30;Partially cloudy
surabaya;07/12/2023 01:00;25.2;25.2;24.9;98.06;0;0;;0;0;3.2;3.6;230;1008.4;48;4;0;0;0;30;Partially cloudy
surabaya;07/12/2023 02:00;26;26;25;94.23;0;0;;0;0;2.9;3.6;332.8;1008;27.4;4;0;0;0;30;Partially cloudy
surabaya;07/12/2023 03:00;26;26;25;94.23;0;0;;0;0;2.9;5.4;260;1008;27.4;4;0;0;0;30;Partially cloudy
surabaya;07/12/2023 04:00;25.9;25.9;24.9;94.6;0;0;;0;0;3.6;3.6;220;1008.4;48;4;0;0;0;30;Partially cloudy
surabaya;07/12/2023 05:00;25;25;25;100;0;0;;0;0;4;3.6;240.1;1009;27.4;3;0;0;0;30;Partially cloudy
surabaya;07/12/2023 06:00;26;26;25;94.23;0;0;;0;0;6.1;3.6;260;1009;27.4;3;48;0.2;0;30;Partially cloudy
surabaya;07/12/2023 07:00;27.7;32.2;25.1;85.92;0;0;;0;0;5.4;2.4;210.6;1009.5;38.2;4;239;0.9;2;30;Partially cloudy
surabaya;07/12/2023 08:00;30;35.1;24;70.29;0;0;;0;0;4;3.6;223.9;1010;27.4;5;489;1.8;5;30;Partially cloudy
surabaya;07/12/2023 09:00;32;36.8;23;59.04;0;0;;0;0;3.6;3.6;210.6;1010;27.4;10;703;2.5;7;30;Partially cloudy
surabaya;07/12/2023 10:00;32.9;39.3;24.1;59.85;0;0;;0;0;4;2.4;176.5;1010.1;34.9;10;821;3;8;30;Partially cloudy
surabaya;07/12/2023 11:00;34;40.6;24;56.04;0;0;;0;0;4;9.4;10;1009;27.4;10;881;3.2;9;30;Partially cloudy
surabaya;07/12/2023 12:00;34;42;25;59.5;0;0;;0;0;4.7;9.4;130;1008;50;9;879;3.2;9;30;Partially cloudy
surabaya;07/12/2023 13:00;34.2;41.1;24.2;56.1;0;0;;0;0;5.8;13;53;1007.4;38.2;10;815;2.9;8;30;Partially cloudy
surabaya;07/12/2023 14:00;36;43.2;24;50.17;0;0;;0;0;5;14.8;60;1006;27.4;10;717;2.6;7;30;Partially cloudy
surabaya;07/12/2023 15:00;36;43.2;24;50.17;0;0;;0;0;3.6;14.8;50;1006;50;10;472;1.7;5;30;Partially cloudy
surabaya;07/12/2023 16:00;32.6;40.1;25;64.33;0;0;;0;0;5.8;16.2;309;1007.3;85.4;8.6;272;1;3;30;Partially cloudy
surabaya;07/12/2023 17:00;27.4;30.7;23.5;79.14;0;0;rain;0;0;12.6;10.9;239;1009;37.2;5.5;109;0.4;1;30;Partially cloudy
surabaya;07/12/2023 18:00;26;26;24;88.76;0;0;;0;0;14;7.3;250;1009.5;56.8;3.6;11;0;0;30;Partially cloudy
surabaya;07/12/2023 19:00;26;26;23;83.57;0;0;rain;0;0;12.2;14.8;320;1010;50;3;0;0;0;10;Partially cloudy
surabaya;07/12/2023 20:00;25;25;23;88.68;0;0;rain;0;0;11.2;9.4;260;1011;27.4;6;0;0;0;10;Partially cloudy
surabaya;07/12/2023 21:00;25;25;24;94.19;0;0;;0;0;8.6;14.8;230;1011;27.4;6;0;0;0;10;Partially cloudy
surabaya;07/12/2023 22:00;25;25;23.8;92.72;0.5;100;rain;0;0;5.4;3.6;210;1011.3;44.7;6;0;0;0;30;Rain, Partially cloudy
surabaya;07/12/2023 23:00;26;26;24;88.76;0;0;;0;0;5.4;1.8;279.1;1010;27.4;6;0;0;0;30;Partially cloudy
surabaya;08/12/2023 00:00;26;26;24;88.76;0;0;;0;0;5.4;7.6;290;1010;27.4;6;0;0;0;30;Partially cloudy
surabaya;08/12/2023 01:00;26.2;26.2;24.1;88.25;0;0;;0;0;5;1.5;240;1009.8;48.4;7.1;0;0;0;30;Partially cloudy
surabaya;08/12/2023 02:00;25;25;25;100;0;0;;0;0;4.3;5.4;270;1008;27.4;5;0;0;0;30;Partially cloudy
surabaya;08/12/2023 03:00;25;25;24;94.19;0;0;;0;0;4;5.4;280;1008;27.4;5;0;0;0;30;Partially cloudy
surabaya;08/12/2023 04:00;25;25;24;94.19;0;0;;0;0;3.6;5.1;280;1008.3;44.7;5;0;0;0;30;Partially cloudy
surabaya;08/12/2023 05:00;25;25;24;94.19;0;0;;0;0;4;9.4;260;1009;27.4;5;0;0;0;10;Partially cloudy
surabaya;08/12/2023 06:00;26;26;25;94.23;0;0;;0;0;5.8;9.4;270;1009;27.4;5;38;0.1;0;10;Partially cloudy
surabaya;08/12/2023 07:00;27;30.8;25.2;89.48;21.5;100;rain;0;0;5;1.1;250;1010.2;46.5;8.2;230;0.8;2;30;Rain, Partially cloudy
surabaya;08/12/2023 08:00;29;34.5;25;79.06;0;0;;0;0;5;3.6;160.1;1010;27.4;5;489;1.8;5;30;Partially cloudy
surabaya;08/12/2023 09:00;31;39.1;26;74.79;0;0;;0;0;5.4;5.4;10;1010;27.4;7;717;2.6;7;30;Partially cloudy
